Record_ID,Parking_Lot_ID,Parking_Lot_Name,Date,Time,Day_of_Week,Is_Weekend,Weather,Temperature_C,Holiday,Capacity,Occupied_Spaces,Available_Spaces,Occupancy_Rate,Parking_Status
78521,P005,Tech Park,2025-12-18,17:00,Thursday,No,Sunny,32,No,250,210,40,0.84,Available
78522,P003,Railway Station,2025-12-18,18:00,Thursday,No,Foggy,36,No,120,86,34,0.72,Available
78523,P007,University,2025-12-18,19:00,Thursday,No,Sunny,23,No,180,143,37,0.79,Available
78524,P001,Central Mall,2025-12-18,20:00,Thursday,No,Cloudy,37,No,150,132,18,0.88,Full
78525,P002,City Center,2025-12-18,21:00,Thursday,No,Foggy,39,No,250,122,128,0.49,Available
78526,P004,Airport,2025-12-18,22:00,Thursday,No,Cloudy,25,No,180,85,95,0.47,Available
78527,P008,Bus Station,2025-12-18,23:00,Thursday,No,Foggy,18,No,180,71,109,0.39,Available
78528,P003,Railway Station,2025-12-19,00:00,Friday,No,Sunny,37,No,100,56,44,0.56,Available
78529,P003,Railway Station,2025-12-19,01:00,Friday,No,Rainy,28,No,350,149,201,0.43,Available
78530,P006,Hospital,2025-12-19,02:00,Friday,No,Sunny,32,No,400,191,209,0.48,Available
78531,P007,University,2025-12-19,03:00,Friday,No,Sunny,35,No,400,160,240,0.4,Available
78532,P004,Airport,2025-12-19,04:00,Friday,No,Rainy,19,No,400,170,230,0.42,Available
78533,P001,Central Mall,2025-12-19,05:00,Friday,No,Cloudy,23,No,250,125,125,0.5,Available
78534,P005,Tech Park,2025-12-19,06:00,Friday,No,Cloudy,30,No,180,65,115,0.36,Available
78535,P006,Hospital,2025-12-19,07:00,Friday,No,Foggy,26,No,250,103,147,0.41,Available
78536,P005,Tech Park,2025-12-19,08:00,Friday,No,Cloudy,32,No,150,137,13,0.91,Full
78537,P008,Bus Station,2025-12-19,09:00,Friday,No,Foggy,37,No,180,132,48,0.73,Available
78538,P001,Central Mall,2025-12-19,10:00,Friday,No,Rainy,22,No,200,154,46,0.77,Available
78539,P005,Tech Park,2025-12-19,11:00,Friday,No,Cloudy,39,No,100,26,74,0.26,Available
78540,P006,Hospital,2025-12-19,12:00,Friday,No,Sunny,33,No,120,46,74,0.38,Available
78541,P006,Hospital,2025-12-19,13:00,Friday,No,Rainy,22,No,120,44,76,0.37,Available
78542,P008,Bus Station,2025-12-19,14:00,Friday,No,Cloudy,29,No,120,39,81,0.33,Available
78543,P007,University,2025-12-19,15:00,Friday,No,Rainy,29,No,150,56,94,0.37,Available
78544,P008,Bus Station,2025-12-19,16:00,Friday,No,Rainy,40,No,200,93,107,0.47,Available
78545,P003,Railway Station,2025-12-19,17:00,Friday,No,Rainy,36,No,200,178,22,0.89,Available
78546,P006,Hospital,2025-12-19,18:00,Friday,No,Rainy,39,Yes,350,280,70,0.8,Available
78547,P007,University,2025-12-19,19:00,Friday,No,Rainy,20,No,350,276,74,0.79,Available
78548,P002,City Center,2025-12-19,20:00,Friday,No,Sunny,36,No,150,122,28,0.81,Available
78549,P005,Tech Park,2025-12-19,21:00,Friday,No,Foggy,23,Yes,120,63,57,0.53,Available
78550,P007,University,2025-12-19,22:00,Friday,No,Cloudy,37,Yes,400,162,238,0.41,Available
78551,P004,Airport,2025-12-19,23:00,Friday,No,Sunny,21,No,350,158,192,0.45,Available
78552,P003,Railway Station,2025-12-20,00:00,Saturday,Yes,Cloudy,37,No,200,87,113,0.43,Available
78553,P008,Bus Station,2025-12-20,01:00,Saturday,Yes,Cloudy,23,No,400,128,272,0.32,Available
78554,P006,Hospital,2025-12-20,02:00,Saturday,Yes,Rainy,26,No,200,73,127,0.36,Available
78555,P002,City Center,2025-12-20,03:00,Saturday,Yes,Rainy,31,No,250,72,178,0.29,Available
78556,P004,Airport,2025-12-20,04:00,Saturday,Yes,Foggy,19,No,120,58,62,0.48,Available
78557,P001,Central Mall,2025-12-20,05:00,Saturday,Yes,Rainy,30,No,300,102,198,0.34,Available
78558,P004,Airport,2025-12-20,06:00,Saturday,Yes,Foggy,23,No,200,80,120,0.4,Available
78559,P003,Railway Station,2025-12-20,07:00,Saturday,Yes,Sunny,29,No,120,23,97,0.19,Available
78560,P003,Railway Station,2025-12-20,08:00,Saturday,Yes,Sunny,38,No,300,213,87,0.71,Available
78561,P006,Hospital,2025-12-20,09:00,Saturday,Yes,Rainy,34,No,350,242,108,0.69,Available
78562,P006,Hospital,2025-12-20,10:00,Saturday,Yes,Rainy,33,No,100,61,39,0.61,Available
78563,P004,Airport,2025-12-20,11:00,Saturday,Yes,Rainy,29,No,250,82,168,0.33,Available
78564,P008,Bus Station,2025-12-20,12:00,Saturday,Yes,Cloudy,36,No,250,82,168,0.33,Available
78565,P005,Tech Park,2025-12-20,13:00,Saturday,Yes,Cloudy,36,No,250,99,151,0.4,Available
78566,P001,Central Mall,2025-12-20,14:00,Saturday,Yes,Foggy,29,No,120,60,60,0.5,Available
78567,P001,Central Mall,2025-12-20,15:00,Saturday,Yes,Foggy,30,No,120,54,66,0.45,Available
78568,P001,Central Mall,2025-12-20,16:00,Saturday,Yes,Sunny,23,No,300,119,181,0.4,Available
78569,P007,University,2025-12-20,17:00,Saturday,Yes,Foggy,29,No,150,118,32,0.79,Available
78570,P005,Tech Park,2025-12-20,18:00,Saturday,Yes,Foggy,39,No,250,155,95,0.62,Available
78571,P003,Railway Station,2025-12-20,19:00,Saturday,Yes,Cloudy,40,No,100,62,38,0.62,Available
78572,P002,City Center,2025-12-20,20:00,Saturday,Yes,Foggy,34,No,250,169,81,0.68,Available
78573,P005,Tech Park,2025-12-20,21:00,Saturday,Yes,Rainy,33,No,400,124,276,0.31,Available
78574,P006,Hospital,2025-12-20,22:00,Saturday,Yes,Cloudy,21,No,250,71,179,0.28,Available
78575,P001,Central Mall,2025-12-20,23:00,Saturday,Yes,Sunny,36,No,150,49,101,0.33,Available
78576,P002,City Center,2025-12-21,00:00,Sunday,Yes,Cloudy,40,No,250,77,173,0.31,Available
78577,P002,City Center,2025-12-21,01:00,Sunday,Yes,Sunny,24,No,100,29,71,0.29,Available
78578,P001,Central Mall,2025-12-21,02:00,Sunday,Yes,Foggy,31,No,150,53,97,0.35,Available
78579,P007,University,2025-12-21,03:00,Sunday,Yes,Foggy,18,Yes,300,99,201,0.33,Available
78580,P006,Hospital,2025-12-21,04:00,Sunday,Yes,Foggy,24,No,250,75,175,0.3,Available
78581,P005,Tech Park,2025-12-21,05:00,Sunday,Yes,Foggy,25,No,300,122,178,0.41,Available
78582,P001,Central Mall,2025-12-21,06:00,Sunday,Yes,Rainy,30,No,250,92,158,0.37,Available
78583,P004,Airport,2025-12-21,07:00,Sunday,Yes,Rainy,29,No,400,155,245,0.39,Available
78584,P004,Airport,2025-12-21,08:00,Sunday,Yes,Cloudy,21,No,200,125,75,0.62,Available
78585,P006,Hospital,2025-12-21,09:00,Sunday,Yes,Sunny,19,No,300,213,87,0.71,Available
78586,P001,Central Mall,2025-12-21,10:00,Sunday,Yes,Sunny,27,No,200,150,50,0.75,Available
78587,P006,Hospital,2025-12-21,11:00,Sunday,Yes,Foggy,36,No,350,133,217,0.38,Available
78588,P001,Central Mall,2025-12-21,12:00,Sunday,Yes,Rainy,27,No,200,65,135,0.33,Available
78589,P005,Tech Park,2025-12-21,13:00,Sunday,Yes,Rainy,34,No,250,71,179,0.28,Available
78590,P005,Tech Park,2025-12-21,14:00,Sunday,Yes,Sunny,24,No,150,67,83,0.45,Available
78591,P001,Central Mall,2025-12-21,15:00,Sunday,Yes,Cloudy,40,No,250,82,168,0.33,Available
78592,P002,City Center,2025-12-21,16:00,Sunday,Yes,Foggy,26,No,350,106,244,0.3,Available
78593,P003,Railway Station,2025-12-21,17:00,Sunday,Yes,Foggy,38,Yes,120,69,51,0.57,Available
78594,P007,University,2025-12-21,18:00,Sunday,Yes,Rainy,20,No,180,119,61,0.66,Available
78595,P008,Bus Station,2025-12-21,19:00,Sunday,Yes,Foggy,32,No,400,276,124,0.69,Available
78596,P001,Central Mall,2025-12-21,20:00,Sunday,Yes,Foggy,24,No,150,91,59,0.61,Available
78597,P001,Central Mall,2025-12-21,21:00,Sunday,Yes,Sunny,38,No,350,117,233,0.33,Available
78598,P007,University,2025-12-21,22:00,Sunday,Yes,Sunny,25,No,150,34,116,0.23,Available
78599,P001,Central Mall,2025-12-21,23:00,Sunday,Yes,Rainy,28,No,150,64,86,0.43,Available
78600,P004,Airport,2025-12-22,00:00,Monday,No,Sunny,30,No,350,146,204,0.42,Available
78601,P003,Railway Station,2025-12-22,01:00,Monday,No,Foggy,40,No,250,129,121,0.52,Available
78602,P003,Railway Station,2025-12-22,02:00,Monday,No,Cloudy,29,No,400,193,207,0.48,Available
78603,P004,Airport,2025-12-22,03:00,Monday,No,Sunny,37,No,350,159,191,0.45,Available
78604,P004,Airport,2025-12-22,04:00,Monday,No,Rainy,28,No,400,191,209,0.48,Available
78605,P003,Railway Station,2025-12-22,05:00,Monday,No,Foggy,37,No,100,45,55,0.45,Available
78606,P001,Central Mall,2025-12-22,06:00,Monday,No,Foggy,39,No,250,97,153,0.39,Available
78607,P003,Railway Station,2025-12-22,07:00,Monday,No,Cloudy,39,No,120,36,84,0.3,Available
78608,P003,Railway Station,2025-12-22,08:00,Monday,No,Foggy,24,No,400,317,83,0.79,Available
78609,P006,Hospital,2025-12-22,09:00,Monday,No,Rainy,22,No,180,143,37,0.79,Available
78610,P002,City Center,2025-12-22,10:00,Monday,No,Foggy,34,No,150,128,22,0.85,Available
78611,P006,Hospital,2025-12-22,11:00,Monday,No,Rainy,24,No,400,163,237,0.41,Available
78612,P002,City Center,2025-12-22,12:00,Monday,No,Sunny,27,No,250,120,130,0.48,Available
78613,P008,Bus Station,2025-12-22,13:00,Monday,No,Foggy,20,No,180,78,102,0.43,Available
78614,P002,City Center,2025-12-22,14:00,Monday,No,Rainy,30,No,120,68,52,0.57,Available
78615,P001,Central Mall,2025-12-22,15:00,Monday,No,Sunny,26,No,250,103,147,0.41,Available
78616,P002,City Center,2025-12-22,16:00,Monday,No,Rainy,22,No,300,129,171,0.43,Available
78617,P007,University,2025-12-22,17:00,Monday,No,Sunny,26,No,350,262,88,0.75,Available
78618,P008,Bus Station,2025-12-22,18:00,Monday,No,Sunny,24,No,300,241,59,0.8,Available
78619,P005,Tech Park,2025-12-22,19:00,Monday,No,Sunny,25,No,300,229,71,0.76,Available
78620,P007,University,2025-12-22,20:00,Monday,No,Rainy,18,No,250,184,66,0.74,Available
78621,P003,Railway Station,2025-12-22,21:00,Monday,No,Rainy,35,No,100,32,68,0.32,Available
78622,P005,Tech Park,2025-12-22,22:00,Monday,No,Sunny,30,No,120,53,67,0.44,Available
78623,P003,Railway Station,2025-12-22,23:00,Monday,No,Foggy,22,No,200,92,108,0.46,Available
78624,P003,Railway Station,2025-12-23,00:00,Tuesday,No,Foggy,31,No,120,40,80,0.33,Available
78625,P003,Railway Station,2025-12-23,01:00,Tuesday,No,Rainy,37,No,120,63,57,0.53,Available
78626,P008,Bus Station,2025-12-23,02:00,Tuesday,No,Foggy,35,No,250,121,129,0.48,Available
78627,P002,City Center,2025-12-23,03:00,Tuesday,No,Rainy,31,No,120,45,75,0.38,Available
78628,P003,Railway Station,2025-12-23,04:00,Tuesday,No,Sunny,40,No,250,102,148,0.41,Available
78629,P003,Railway Station,2025-12-23,05:00,Tuesday,No,Rainy,26,No,250,129,121,0.52,Available
78630,P007,University,2025-12-23,06:00,Tuesday,No,Rainy,23,No,200,73,127,0.36,Available
78631,P005,Tech Park,2025-12-23,07:00,Tuesday,No,Foggy,18,No,200,98,102,0.49,Available
78632,P001,Central Mall,2025-12-23,08:00,Tuesday,No,Rainy,27,No,180,152,28,0.84,Available
78633,P004,Airport,2025-12-23,09:00,Tuesday,No,Cloudy,34,No,300,247,53,0.82,Available
78634,P003,Railway Station,2025-12-23,10:00,Tuesday,No,Cloudy,37,No,250,211,39,0.84,Available
78635,P005,Tech Park,2025-12-23,11:00,Tuesday,No,Cloudy,33,No,250,128,122,0.51,Available
78636,P005,Tech Park,2025-12-23,12:00,Tuesday,No,Rainy,33,No,200,91,109,0.46,Available
78637,P003,Railway Station,2025-12-23,13:00,Tuesday,No,Foggy,26,No,350,150,200,0.43,Available
78638,P002,City Center,2025-12-23,14:00,Tuesday,No,Foggy,34,No,180,83,97,0.46,Available
78639,P007,University,2025-12-23,15:00,Tuesday,No,Sunny,28,No,400,183,217,0.46,Available
78640,P003,Railway Station,2025-12-23,16:00,Tuesday,No,Rainy,27,No,350,162,188,0.46,Available
78641,P005,Tech Park,2025-12-23,17:00,Tuesday,No,Rainy,28,No,180,125,55,0.69,Available
78642,P007,University,2025-12-23,18:00,Tuesday,No,Foggy,31,No,150,123,27,0.82,Available
78643,P006,Hospital,2025-12-23,19:00,Tuesday,No,Sunny,32,No,350,281,69,0.8,Available
78644,P001,Central Mall,2025-12-23,20:00,Tuesday,No,Sunny,27,Yes,100,69,31,0.69,Available
78645,P005,Tech Park,2025-12-23,21:00,Tuesday,No,Rainy,38,No,100,51,49,0.51,Available
78646,P008,Bus Station,2025-12-23,22:00,Tuesday,No,Sunny,20,No,250,108,142,0.43,Available
78647,P003,Railway Station,2025-12-23,23:00,Tuesday,No,Foggy,26,No,180,83,97,0.46,Available
78648,P005,Tech Park,2025-12-24,00:00,Wednesday,No,Rainy,34,No,180,61,119,0.34,Available
78649,P008,Bus Station,2025-12-24,01:00,Wednesday,No,Cloudy,23,No,200,101,99,0.51,Available
78650,P001,Central Mall,2025-12-24,02:00,Wednesday,No,Cloudy,33,No,100,34,66,0.34,Available
78651,P003,Railway Station,2025-12-24,03:00,Wednesday,No,Foggy,40,No,120,38,82,0.32,Available
78652,P005,Tech Park,2025-12-24,04:00,Wednesday,No,Sunny,21,No,100,60,40,0.6,Available
78653,P003,Railway Station,2025-12-24,05:00,Wednesday,No,Foggy,29,No,150,64,86,0.43,Available
78654,P002,City Center,2025-12-24,06:00,Wednesday,No,Sunny,26,No,400,165,235,0.41,Available
78655,P003,Railway Station,2025-12-24,07:00,Wednesday,No,Cloudy,31,No,400,165,235,0.41,Available
78656,P008,Bus Station,2025-12-24,08:00,Wednesday,No,Foggy,31,Yes,120,104,16,0.87,Full
78657,P002,City Center,2025-12-24,09:00,Wednesday,No,Cloudy,27,No,180,141,39,0.78,Available
78658,P003,Railway Station,2025-12-24,10:00,Wednesday,No,Foggy,29,No,300,239,61,0.8,Available
78659,P003,Railway Station,2025-12-24,11:00,Wednesday,No,Foggy,39,No,180,99,81,0.55,Available
78660,P001,Central Mall,2025-12-24,12:00,Wednesday,No,Sunny,27,No,100,28,72,0.28,Available
78661,P003,Railway Station,2025-12-24,13:00,Wednesday,No,Foggy,27,No,200,101,99,0.51,Available
78662,P007,University,2025-12-24,14:00,Wednesday,No,Foggy,40,No,250,118,132,0.47,Available
78663,P007,University,2025-12-24,15:00,Wednesday,No,Rainy,37,No,400,180,220,0.45,Available
78664,P001,Central Mall,2025-12-24,16:00,Wednesday,No,Foggy,27,No,300,136,164,0.45,Available
78665,P004,Airport,2025-12-24,17:00,Wednesday,No,Cloudy,28,No,120,110,10,0.92,Full
78666,P003,Railway Station,2025-12-24,18:00,Wednesday,No,Sunny,40,No,400,324,76,0.81,Available
78667,P001,Central Mall,2025-12-24,19:00,Wednesday,No,Cloudy,20,No,180,129,51,0.72,Available
78668,P006,Hospital,2025-12-24,20:00,Wednesday,No,Foggy,27,No,150,122,28,0.81,Available
78669,P008,Bus Station,2025-12-24,21:00,Wednesday,No,Cloudy,39,No,180,98,82,0.54,Available
78670,P003,Railway Station,2025-12-24,22:00,Wednesday,No,Foggy,22,No,350,177,173,0.51,Available
78671,P001,Central Mall,2025-12-24,23:00,Wednesday,No,Rainy,39,No,350,170,180,0.49,Available
78672,P003,Railway Station,2025-12-25,00:00,Thursday,No,Cloudy,27,No,180,101,79,0.56,Available
78673,P005,Tech Park,2025-12-25,01:00,Thursday,No,Sunny,39,No,150,52,98,0.35,Available
78674,P004,Airport,2025-12-25,02:00,Thursday,No,Cloudy,25,No,120,64,56,0.53,Available
78675,P001,Central Mall,2025-12-25,03:00,Thursday,No,Rainy,32,No,300,154,146,0.51,Available
78676,P008,Bus Station,2025-12-25,04:00,Thursday,No,Sunny,27,Yes,150,53,97,0.35,Available
78677,P008,Bus Station,2025-12-25,05:00,Thursday,No,Sunny,24,No,300,116,184,0.39,Available
78678,P005,Tech Park,2025-12-25,06:00,Thursday,No,Sunny,21,No,300,146,154,0.49,Available
78679,P005,Tech Park,2025-12-25,07:00,Thursday,No,Rainy,37,No,350,169,181,0.48,Available
78680,P003,Railway Station,2025-12-25,08:00,Thursday,No,Foggy,35,Yes,180,151,29,0.84,Available
78681,P003,Railway Station,2025-12-25,09:00,Thursday,No,Foggy,19,No,350,282,68,0.81,Available
78682,P003,Railway Station,2025-12-25,10:00,Thursday,No,Cloudy,37,No,150,107,43,0.71,Available
78683,P007,University,2025-12-25,11:00,Thursday,No,Foggy,34,No,350,166,184,0.47,Available
78684,P005,Tech Park,2025-12-25,12:00,Thursday,No,Cloudy,27,No,250,128,122,0.51,Available
78685,P005,Tech Park,2025-12-25,13:00,Thursday,No,Sunny,32,No,250,101,149,0.4,Available
78686,P001,Central Mall,2025-12-25,14:00,Thursday,No,Foggy,35,No,250,125,125,0.5,Available
78687,P005,Tech Park,2025-12-25,15:00,Thursday,No,Cloudy,30,No,180,75,105,0.42,Available
78688,P006,Hospital,2025-12-25,16:00,Thursday,No,Sunny,39,No,150,57,93,0.38,Available
78689,P005,Tech Park,2025-12-25,17:00,Thursday,No,Rainy,37,No,200,141,59,0.7,Available
78690,P005,Tech Park,2025-12-25,18:00,Thursday,No,Rainy,25,No,350,300,50,0.86,Available
78691,P001,Central Mall,2025-12-25,19:00,Thursday,No,Sunny,37,No,150,103,47,0.69,Available
78692,P008,Bus Station,2025-12-25,20:00,Thursday,No,Cloudy,37,No,400,305,95,0.76,Available
78693,P008,Bus Station,2025-12-25,21:00,Thursday,No,Rainy,39,No,100,45,55,0.45,Available
78694,P008,Bus Station,2025-12-25,22:00,Thursday,No,Rainy,36,No,200,77,123,0.39,Available
78695,P006,Hospital,2025-12-25,23:00,Thursday,No,Rainy,24,No,350,144,206,0.41,Available
78696,P004,Airport,2025-12-26,00:00,Friday,No,Sunny,20,No,300,136,164,0.45,Available
78697,P003,Railway Station,2025-12-26,01:00,Friday,No,Cloudy,29,Yes,180,79,101,0.44,Available
78698,P005,Tech Park,2025-12-26,02:00,Friday,No,Sunny,37,No,120,45,75,0.38,Available
78699,P004,Airport,2025-12-26,03:00,Friday,No,Cloudy,36,No,120,54,66,0.45,Available
78700,P004,Airport,2025-12-26,04:00,Friday,No,Sunny,38,No,250,123,127,0.49,Available
78701,P003,Railway Station,2025-12-26,05:00,Friday,No,Sunny,19,No,350,152,198,0.43,Available
78702,P001,Central Mall,2025-12-26,06:00,Friday,No,Rainy,21,No,120,36,84,0.3,Available
78703,P006,Hospital,2025-12-26,07:00,Friday,No,Rainy,38,No,100,35,65,0.35,Available
78704,P008,Bus Station,2025-12-26,08:00,Friday,No,Rainy,24,No,180,157,23,0.87,Available
78705,P002,City Center,2025-12-26,09:00,Friday,No,Rainy,39,No,350,260,90,0.74,Available
78706,P008,Bus Station,2025-12-26,10:00,Friday,No,Sunny,35,No,200,174,26,0.87,Available
78707,P005,Tech Park,2025-12-26,11:00,Friday,No,Sunny,37,No,200,79,121,0.4,Available
78708,P007,University,2025-12-26,12:00,Friday,No,Sunny,38,No,300,149,151,0.5,Available
78709,P002,City Center,2025-12-26,13:00,Friday,No,Cloudy,29,No,250,109,141,0.44,Available
78710,P002,City Center,2025-12-26,14:00,Friday,No,Foggy,39,No,100,33,67,0.33,Available
78711,P004,Airport,2025-12-26,15:00,Friday,No,Foggy,24,No,180,83,97,0.46,Available
78712,P003,Railway Station,2025-12-26,16:00,Friday,No,Sunny,29,No,180,70,110,0.39,Available
78713,P001,Central Mall,2025-12-26,17:00,Friday,No,Sunny,29,No,200,175,25,0.88,Available
78714,P003,Railway Station,2025-12-26,18:00,Friday,No,Foggy,38,No,120,94,26,0.78,Available
78715,P004,Airport,2025-12-26,19:00,Friday,No,Foggy,29,No,180,164,16,0.91,Full
78716,P008,Bus Station,2025-12-26,20:00,Friday,No,Sunny,35,No,250,213,37,0.85,Available
78717,P001,Central Mall,2025-12-26,21:00,Friday,No,Sunny,32,No,120,57,63,0.47,Available
78718,P001,Central Mall,2025-12-26,22:00,Friday,No,Rainy,19,No,250,104,146,0.42,Available
78719,P006,Hospital,2025-12-26,23:00,Friday,No,Rainy,19,No,300,152,148,0.51,Available
78720,P006,Hospital,2025-12-27,00:00,Saturday,Yes,Cloudy,25,No,250,96,154,0.38,Available
78721,P003,Railway Station,2025-12-27,01:00,Saturday,Yes,Sunny,26,No,180,48,132,0.27,Available
78722,P008,Bus Station,2025-12-27,02:00,Saturday,Yes,Sunny,21,No,250,73,177,0.29,Available
78723,P003,Railway Station,2025-12-27,03:00,Saturday,Yes,Foggy,26,No,120,57,63,0.47,Available
78724,P002,City Center,2025-12-27,04:00,Saturday,Yes,Rainy,19,No,120,36,84,0.3,Available
78725,P003,Railway Station,2025-12-27,05:00,Saturday,Yes,Cloudy,40,No,150,71,79,0.47,Available
78726,P003,Railway Station,2025-12-27,06:00,Saturday,Yes,Rainy,23,No,400,139,261,0.35,Available
78727,P001,Central Mall,2025-12-27,07:00,Saturday,Yes,Foggy,18,No,250,76,174,0.3,Available
78728,P005,Tech Park,2025-12-27,08:00,Saturday,Yes,Rainy,37,No,180,127,53,0.71,Available
78729,P002,City Center,2025-12-27,09:00,Saturday,Yes,Rainy,18,No,400,287,113,0.72,Available
78730,P007,University,2025-12-27,10:00,Saturday,Yes,Sunny,18,No,350,263,87,0.75,Available
78731,P003,Railway Station,2025-12-27,11:00,Saturday,Yes,Foggy,28,No,150,67,83,0.45,Available
78732,P003,Railway Station,2025-12-27,12:00,Saturday,Yes,Rainy,25,No,400,129,271,0.32,Available
78733,P007,University,2025-12-27,13:00,Saturday,Yes,Cloudy,30,No,100,52,48,0.52,Available
78734,P003,Railway Station,2025-12-27,14:00,Saturday,Yes,Foggy,26,No,100,22,78,0.22,Available
78735,P008,Bus Station,2025-12-27,15:00,Saturday,Yes,Cloudy,38,No,200,82,118,0.41,Available
78736,P001,Central Mall,2025-12-27,16:00,Saturday,Yes,Rainy,32,No,400,160,240,0.4,Available
78737,P006,Hospital,2025-12-27,17:00,Saturday,Yes,Foggy,35,No,400,300,100,0.75,Available
78738,P005,Tech Park,2025-12-27,18:00,Saturday,Yes,Foggy,32,No,300,220,80,0.73,Available
78739,P002,City Center,2025-12-27,19:00,Saturday,Yes,Rainy,33,No,120,89,31,0.74,Available
78740,P007,University,2025-12-27,20:00,Saturday,Yes,Foggy,40,No,120,78,42,0.65,Available
78741,P005,Tech Park,2025-12-27,21:00,Saturday,Yes,Sunny,24,No,100,23,77,0.23,Available
78742,P006,Hospital,2025-12-27,22:00,Saturday,Yes,Sunny,18,No,180,45,135,0.25,Available
78743,P007,University,2025-12-27,23:00,Saturday,Yes,Sunny,21,No,180,54,126,0.3,Available
78744,P005,Tech Park,2025-12-28,00:00,Sunday,Yes,Foggy,29,No,100,17,83,0.17,Available
78745,P007,University,2025-12-28,01:00,Sunday,Yes,Sunny,22,No,180,56,124,0.31,Available
78746,P006,Hospital,2025-12-28,02:00,Sunday,Yes,Foggy,40,No,350,129,221,0.37,Available
78747,P003,Railway Station,2025-12-28,03:00,Sunday,Yes,Rainy,28,No,100,51,49,0.51,Available
78748,P001,Central Mall,2025-12-28,04:00,Sunday,Yes,Cloudy,39,No,200,57,143,0.28,Available
78749,P008,Bus Station,2025-12-28,05:00,Sunday,Yes,Sunny,30,No,200,63,137,0.32,Available
78750,P005,Tech Park,2025-12-28,06:00,Sunday,Yes,Cloudy,32,No,400,148,252,0.37,Available
78751,P007,University,2025-12-28,07:00,Sunday,Yes,Sunny,22,No,400,149,251,0.37,Available
78752,P001,Central Mall,2025-12-28,08:00,Sunday,Yes,Sunny,32,No,250,167,83,0.67,Available
78753,P002,City Center,2025-12-28,09:00,Sunday,Yes,Rainy,37,No,250,170,80,0.68,Available
78754,P008,Bus Station,2025-12-28,10:00,Sunday,Yes,Cloudy,19,No,300,197,103,0.66,Available
78755,P002,City Center,2025-12-28,11:00,Sunday,Yes,Sunny,40,No,150,66,84,0.44,Available
78756,P001,Central Mall,2025-12-28,12:00,Sunday,Yes,Sunny,40,No,300,92,208,0.31,Available
78757,P004,Airport,2025-12-28,13:00,Sunday,Yes,Cloudy,23,No,100,17,83,0.17,Available
78758,P005,Tech Park,2025-12-28,14:00,Sunday,Yes,Sunny,36,No,200,74,126,0.37,Available
78759,P003,Railway Station,2025-12-28,15:00,Sunday,Yes,Rainy,30,No,250,101,149,0.4,Available
78760,P004,Airport,2025-12-28,16:00,Sunday,Yes,Sunny,23,No,350,130,220,0.37,Available
78761,P007,University,2025-12-28,17:00,Sunday,Yes,Rainy,19,No,400,275,125,0.69,Available
78762,P001,Central Mall,2025-12-28,18:00,Sunday,Yes,Sunny,29,No,100,53,47,0.53,Available
78763,P007,University,2025-12-28,19:00,Sunday,Yes,Cloudy,37,No,400,272,128,0.68,Available
78764,P006,Hospital,2025-12-28,20:00,Sunday,Yes,Foggy,24,No,350,227,123,0.65,Available
78765,P006,Hospital,2025-12-28,21:00,Sunday,Yes,Sunny,40,No,350,106,244,0.3,Available
78766,P008,Bus Station,2025-12-28,22:00,Sunday,Yes,Foggy,21,No,350,111,239,0.32,Available
78767,P006,Hospital,2025-12-28,23:00,Sunday,Yes,Cloudy,32,No,300,100,200,0.33,Available
78768,P008,Bus Station,2025-12-29,00:00,Monday,No,Foggy,27,No,250,118,132,0.47,Available
78769,P008,Bus Station,2025-12-29,01:00,Monday,No,Rainy,24,No,120,61,59,0.51,Available
78770,P006,Hospital,2025-12-29,02:00,Monday,No,Cloudy,29,No,350,164,186,0.47,Available
78771,P006,Hospital,2025-12-29,03:00,Monday,No,Cloudy,21,No,200,103,97,0.52,Available
78772,P002,City Center,2025-12-29,04:00,Monday,No,Foggy,36,No,120,56,64,0.47,Available
78773,P005,Tech Park,2025-12-29,05:00,Monday,No,Foggy,26,No,300,118,182,0.39,Available
78774,P008,Bus Station,2025-12-29,06:00,Monday,No,Cloudy,24,No,350,175,175,0.5,Available
78775,P001,Central Mall,2025-12-29,07:00,Monday,No,Rainy,21,No,100,44,56,0.44,Available
78776,P007,University,2025-12-29,08:00,Monday,No,Rainy,34,No,400,302,98,0.76,Available
78777,P007,University,2025-12-29,09:00,Monday,No,Sunny,20,No,100,93,7,0.93,Full
78778,P001,Central Mall,2025-12-29,10:00,Monday,No,Sunny,26,No,180,134,46,0.74,Available
78779,P005,Tech Park,2025-12-29,11:00,Monday,No,Foggy,28,Yes,200,81,119,0.41,Available
78780,P005,Tech Park,2025-12-29,12:00,Monday,No,Foggy,32,No,200,89,111,0.45,Available
78781,P007,University,2025-12-29,13:00,Monday,No,Foggy,23,No,180,69,111,0.38,Available
78782,P008,Bus Station,2025-12-29,14:00,Monday,No,Sunny,30,No,180,71,109,0.39,Available
78783,P006,Hospital,2025-12-29,15:00,Monday,No,Sunny,19,No,250,118,132,0.47,Available
78784,P008,Bus Station,2025-12-29,16:00,Monday,No,Rainy,20,No,100,32,68,0.32,Available
78785,P006,Hospital,2025-12-29,17:00,Monday,No,Sunny,25,No,300,247,53,0.82,Available
78786,P004,Airport,2025-12-29,18:00,Monday,No,Foggy,23,No,100,89,11,0.89,Full
78787,P008,Bus Station,2025-12-29,19:00,Monday,No,Rainy,38,No,250,208,42,0.83,Available
